id,code,title,category,subcategory,tags,originalFile,image
drop_0129,201029,驚く(男子),動き・様子,気持ち,驚く(男子)、驚く、男子、動き・様子、気持ち、201029、男、おとこ、男性、だんし、メンズ、だんせい、動作、行動,ドロップス/201029驚く(男子).gif,assets/images/drop_0129.gif
drop_0130,201030,恥ずかしい,動き・様子,気持ち,恥ずかしい、動き・様子、気持ち、201030、動作、行動,ドロップス/201030恥ずかしい.gif,assets/images/drop_0130.gif
drop_0131,201031,うらやましい,動き・様子,気持ち,うらやましい、うら、ましい、動き・様子、気持ち、201031、動作、行動,ドロップス/201031うらやましい.gif,assets/images/drop_0131.gif
drop_0132,201032,困る,動き・様子,気持ち,困る、動き・様子、気持ち、201032、動作、行動,ドロップス/201032困る.gif,assets/images/drop_0132.gif
drop_0133,201033,お腹がすいた,動き・様子,気持ち,お腹がすいた、お腹、すいた、動き・様子、気持ち、201033、おなか、腹、動作、行動,ドロップス/201033お腹がすいた.gif,assets/images/drop_0133.gif
drop_0134,201034,喉が渇いた,動き・様子,気持ち,喉が渇いた、喉、渇いた、動き・様子、気持ち、201034、動作、行動,ドロップス/201034喉が渇いた.gif,assets/images/drop_0134.gif
drop_0135,201038,酸っぱい,動き・様子,気持ち,酸っぱい、動き・様子、気持ち、201038、動作、行動,ドロップス/201038酸っぱい.png,assets/images/drop_0135.png
drop_0136,201040,臭い,動き・様子,気持ち,臭い、動き・様子、気持ち、201040、動作、行動,ドロップス/201040臭い.gif,assets/images/drop_0136.gif
drop_0137,201041,うるさい,動き・様子,気持ち,うるさい、動き・様子、気持ち、201041、動作、行動,ドロップス/201041うるさい.gif,assets/images/drop_0137.gif
drop_0138,201042,痛い,動き・様子,気持ち,痛い、動き・様子、気持ち、201042、いたい、動作、行動,ドロップス/201042痛い.gif,assets/images/drop_0138.gif
drop_0139,201043,苦しい,動き・様子,気持ち,苦しい、動き・様子、気持ち、201043、動作、行動,ドロップス/201043苦しい.gif,assets/images/drop_0139.gif
drop_0140,201044,眠い(男子),動き・様子,気持ち,眠い(男子)、眠い、男子、動き・様子、気持ち、201044、男、おとこ、男性、だんし、メンズ、ねむい、だんせい、動作、行動,ドロップス/201044眠い(男子).gif,assets/images/drop_0140.gif
drop_0141,201050,喉が痛い,動き・様子,気持ち,喉が痛い、喉、痛い、動き・様子、気持ち、201050、いたい、動作、行動,ドロップス/201050喉が痛い.gif,assets/images/drop_0141.gif
drop_0142,201051,熱がある,動き・様子,気持ち,熱がある、熱、ある、動き・様子、気持ち、201051、動作、行動,ドロップス/201051熱がある.gif,assets/images/drop_0142.gif
drop_0143,201052,咳,動き・様子,気持ち,咳、動き・様子、気持ち、201052、動作、行動,ドロップス/201052咳.gif,assets/images/drop_0143.gif
